,Msa,Masa,V
154.21007525,-2.55661564841e-06,13.0057297469,0.0240713293469
154.7363895,-2.55694904176e-06,13.0428476323,0.0240440642227
155.26270375,-2.55728089925e-06,13.0788721661,0.0240176022253
155.789018,-2.55761124475e-06,13.1138790227,0.0239918877677
156.31533225,-2.55794010207e-06,13.1477615068,0.0239669992234
156.8416465,-2.55826749538e-06,13.1805114739,0.023942942575
157.36796075,-2.55859344796e-06,13.2122330535,0.0239196413337
157.894275,-2.55891798444e-06,13.2426326365,0.0238973111714
158.42058925,-2.55924112929e-06,13.2718122889,0.0238758771151
158.9469035,-2.55956290457e-06,13.3000986007,0.0238550992666
159.47321775,-2.55988332993e-06,13.3275399241,0.0238349421085
159.999532,-2.56020242428e-06,13.3542109549,0.0238153507725
160.52584625,-2.56052020834e-06,13.3796825125,0.0237966405153
161.0521605,-2.56083670105e-06,13.4046144205,0.0237783266606
161.57847475,-2.56115191935e-06,13.4286925627,0.0237606399436
162.104789,-2.5614658795e-06,13.4522980774,0.0237433003974
162.63110325,-2.56177859735e-06,13.4751128123,0.0237265417224
163.1574175,-2.56209008928e-06,13.4973093883,0.0237102371191
163.68373175,-2.56240037154e-06,13.5187190384,0.0236945105561
164.210046,-2.56270946093e-06,13.5393691674,0.0236793419029
164.73636025,-2.56301737368e-06,13.5593012143,0.0236647007205
165.2626745,-2.56332412531e-06,13.5785702745,0.0236505465383
165.78898875,-2.56362973045e-06,13.5972498782,0.0236368253442
166.315303,-2.56393420381e-06,13.6152293626,0.0236236184261
166.84161725,-2.56423756036e-06,13.6325337212,0.0236109074251
167.3679315,-2.56453981484e-06,13.649156802,0.0235986968599
167.89424575,-2.56484098141e-06,13.665173482,0.0235869317294
168.42056,-2.56514107357e-06,13.6806091435,0.0235755933889
168.94687425,-2.56544010485e-06,13.6954104438,0.0235647210216
169.4731885,-2.5657380889e-06,13.7095698014,0.0235543201963
169.99950275,-2.56603503894e-06,13.7231515802,0.0235443436345
170.525817,-2.5663309682e-06,13.7360646923,0.023534858245
171.05213125,-2.56662588976e-06,13.7483998873,0.0235257973673
171.5784455,-2.56691981648e-06,13.7600827605,0.0235172156558
172.10475975,-2.5672127599e-06,13.7714051484,0.0235088987406
172.631074,-2.56750473164e-06,13.7820501816,0.0235010793795
173.15738825,-2.56779574475e-06,13.79203179,0.0234937473404
173.6837025,-2.56808581224e-06,13.8013161953,0.0234869274353
174.21001675,-2.56837494708e-06,13.8099232785,0.0234806050604
174.736331,-2.56866316209e-06,13.8178252007,0.023474800665
175.26264525,-2.56895046956e-06,13.8251342211,0.0234694317884
175.7889595,-2.5692368814e-06,13.8317794161,0.0234645505281
176.31527375,-2.56952240944e-06,13.8378226986,0.0234601114056
176.841588,-2.56980706475e-06,13.8433267953,0.0234560683446
177.36790225,-2.5700908576e-06,13.8483584962,0.0234523722843
177.8942165,-2.57037379714e-06,13.8529608324,0.0234489916159
178.42053075,-2.57065589289e-06,13.8571561264,0.0234459099424
178.946845,-2.5709371536e-06,13.8609727208,0.0234431064444
179.47315925,-2.5712175877e-06,13.8644816814,0.0234405289205
179.9994735,-2.57149720623e-06,13.8677106484,0.0234381570672
180.52578775,-2.57177601372e-06,13.8706444145,0.0234360020551
181.052102,-2.57205401756e-06,13.8733125532,0.0234340421609
181.57841625,-2.57233122476e-06,13.8757515243,0.023432250603
182.1047305,-2.57260764182e-06,13.8780197157,0.0234305844921
182.63104475,-2.57288327485e-06,13.8801014966,0.0234290553099
183.157359,-2.57315813236e-06,13.882034944,0.0234276350868
183.68367325,-2.57343221801e-06,13.8838105574,0.0234263308015
184.2099875,-2.57370553752e-06,13.8854515802,0.0234251253804
184.73630175,-2.57397809644e-06,13.8869600778,0.0234240173063
185.262616,-2.57424990017e-06,13.8883527999,0.0234229942756
185.78893025,-2.57452095394e-06,13.8896385523,0.0234220498201
186.3152445,-2.57479126279e-06,13.8908391148,0.0234211679412
186.84155875,-2.57506083163e-06,13.8919452733,0.0234203554073
187.367873,-2.5753296653e-06,13.8929796163,0.0234195956257
187.89418725,-2.57559776856e-06,13.893939743,0.0234188903602
188.4205015,-2.57586514595e-06,13.8948298911,0.0234182364977
188.94681575,-2.57613180193e-06,13.8956746013,0.0234176160118
