,B,C
3.205779,-1.9921836445742342e-05,0.0001321821799060806
3.222141,-2.0034680663076173e-05,0.00013188673250344663
3.234,-2.0114504370326473e-05,0.00013167157736352413
3.239163,-2.0148750220601294e-05,0.00013157763463779836
3.255477,-2.0254947356178086e-05,0.00013127977534895365
3.2673,-2.033002988317467e-05,0.0001310629360878931
3.272479,-2.0362424056302455e-05,0.00013096770683640056
3.288841,-2.046282554125251e-05,0.00013066583616814598
3.3007,-2.0533759361265953e-05,0.0001304461400310435
3.305863,-2.056416786290514e-05,0.00013035024984820796
3.322177,-2.0658371720099117e-05,0.00013004635430801281
3.334,-2.0724885461060014e-05,0.00012982525008057566
3.339163,-2.075347326500556e-05,0.00012972847227563173
3.355477,-2.08419869728232e-05,0.0001294218276842178
3.3673,-2.090443555597044e-05,0.00012919878317703133
3.372479,-2.0931343592633762e-05,0.00012910087831042926
3.388841,-2.1014600042263038e-05,0.00012879072143884691
3.4007,-2.1073285623724355e-05,0.00012856517731223195
3.405863,-2.1098407469161653e-05,0.00012846678182113966
3.422177,-2.117608970401383e-05,0.0001281551315982228
3.434,-2.1230800576048923e-05,0.0001279285584209241
3.439179,-2.125434883016558e-05,0.00012782913389556454
3.455541,-2.1327106328135164e-05,0.00012751427818747402
3.4674,-2.137829241379478e-05,0.00012728542497994022
3.472563,-2.1400177506273635e-05,0.00012718561375906398
3.488877,-2.1467745271314964e-05,0.00012686958901708407
3.5007,-2.1515231315398256e-05,0.00012663993799870072
3.505863,-2.1535581903591413e-05,0.00012653949134750205
3.522177,-2.1598354792583766e-05,0.00012622150565291807
3.534,-2.1642416081514885e-05,0.0001259904773260985
3.539179,-2.1661340524010744e-05,0.0001258891370940277
3.555541,-2.1719650440060306e-05,0.00012556836981687165
3.5674,-2.1760517741012248e-05,0.00012533536484621015
3.572563,-2.177794961627677e-05,0.0001252337804027093
3.588877,-2.1831602914350167e-05,0.00012491228866283533
3.6007,-2.1869151010904722e-05,0.00012467880280561688
3.605879,-2.1885247791074793e-05,0.000124576407980213
3.622241,-2.1934723261006364e-05,0.00012425239501373327
3.6341,-2.196928163815702e-05,0.00012401711883387376
3.639263,-2.1983991027852012e-05,0.00012391456656921486
3.655577,-2.2029138553484046e-05,0.00012359009984170345
3.6674,-2.2060612510466384e-05,0.00012335453571403335
3.672563,-2.2074032412419712e-05,0.0001232515602730059
3.688877,-2.2115151498013035e-05,0.0001229257957596744
3.7007,-2.2143748917251563e-05,0.0001226893279312553
3.705879,-2.215596014241126e-05,0.00012258565697139876
3.722241,-2.219329730102817e-05,0.00012225773065097003
3.7341,-2.2219188606724255e-05,0.00012201972969267175
3.739263,-2.2230158225898748e-05,0.00012191601999208071
3.755577,-2.2263622999503586e-05,0.0001215880101526955
3.7674,-2.22867552970388e-05,0.00012134998507471717
3.772579,-2.229659429014603e-05,0.0001212456503405061
3.788941,-2.2326521562876356e-05,0.00012091569923460527
3.8008,-2.2347122839470703e-05,0.00012067629882598397
3.805963,-2.2355810070959776e-05,0.00012057199746149412
3.822277,-2.238214570367895e-05,0.00012024218772216822
3.8341,-2.2400188504377905e-05,0.00012000292340551466
3.839263,-2.2407795888721797e-05,0.00011989837693654348
3.855577,-2.2430758831416882e-05,0.00011956782565535497
3.8674,-2.2446394115020345e-05,0.00011932805476768554
3.872579,-2.245297921994576e-05,0.00011922298047759301
3.888941,-2.247274395841653e-05,0.00011889079207428733
3.9008,-2.2486091268558355e-05,0.00011864986345285783
3.905963,-2.2491649091005078e-05,0.0001185449209126794
3.922277,-2.2508211149169074e-05,0.00011821318062743177
3.9341,-2.2519277800799914e-05,0.00011797260657561686
3.939279,-2.2523880222523173e-05,0.00011786719580318506
3.955641,-2.2537453509351615e-05,0.00011753400481358599
3.9675,-2.2546382206832244e-05,0.00011729240638413374
3.972663,-2.2550034025129088e-05,0.0001171871869529873
3.988977,-2.2560644222739764e-05,0.00011685462984860567
4.0008,-2.2567463384071592e-05,0.00011661351825981083
4.005963,-2.2570214607942337e-05,0.00011650820255856847
4.022277,-2.2578012787401915e-05,0.00011617536870417794
4.0341,-2.2582825423963997e-05,0.0001159340822655096
4.039279,-2.2584714063858155e-05,0.00011582838042034318
4.055641,-2.2589814125810275e-05,0.00011549435264413866
4.0675,-2.259269700238429e-05,0.00011525222549882794
4.072663,-2.2593741225794212e-05,0.0001151467960339979
4.088977,-2.2596209978431505e-05,0.00011481365471039073
4.1008,-2.259722027411147e-05,0.0001145721941836168
4.105979,-2.259745919205749e-05,0.00011446642882919236
4.122341,-2.2597409190465735e-05,0.00011413225077060628
