,A,B,C,D,E,F,G,H
15.2,0.0,0.01986098905224914,0.002652800339105585,0.07086133743422555,0.09959679505835714,0.11571894224219335,0.30738883024951585,0.20376259137967767
15.26202,0.0,0.016120503001911844,0.007844746776488463,0.07317413151652155,0.10662588469233845,0.10697342354785608,0.3025838111553983,0.196665893930951
15.45798,0.0,0.010077317421317313,0.015487156806621596,0.07948292658242676,0.09616087449046717,0.10484626568667627,0.29591883079576115,0.19495504436039024
15.6,0.0008515767610431413,0.014263948717305127,0.00902957711385554,0.065165800059794,0.0997556362273137,0.10334929441621364,0.30434086064496807,0.19878990508734037
15.66202,0.0,0.012924940130011525,0.0029779134517482083,0.07215717592817072,0.09461729050702627,0.09737293591679937,0.30957084343231034,0.19624741260944917
15.85798,0.0034315115769170605,0.021657525035026735,0.004190685272013348,0.068593406317164,0.10173498269901735,0.10557542034929968,0.30701563412081284,0.18406066089323536
16.0,0.009282271341446347,0.017284255019444725,0.00397836442102217,0.06401221167139574,0.09444594847844733,0.09030060624689148,0.294582428286544,0.2026583024377407
16.06202,0.0,0.007715893265995383,0.00845736662742587,0.067890836659199,0.10340446745253282,0.10536112459567396,0.3043855671451469,0.20456968792231173
16.25798,0.003967386643976574,0.0070570521714421125,0.009313256604272598,0.06963703912215449,0.09945433947545478,0.10227297711725439,0.29770663067526204,0.19792653403772215
16.4,0.0009620904761009321,0.01312030230325515,0.0,0.06307226424750113,0.11306726952366676,0.09859002422014523,0.2947644128681445,0.20645378064197467
16.46202,0.005195732363790008,0.0157491268342919,0.008701133144547462,0.06590528266862342,0.1051352044291817,0.09399436409556876,0.30525967465104314,0.21404740559734406
16.65798,0.00404356532230241,0.007660383726633791,0.004291524441241659,0.0663399984396801,0.10468777225763501,0.09546121345903766,0.29441152015563055,0.2076214153242243
16.8,0.007679550131306083,0.00678945705288293,0.013156529724665508,0.056409815757281254,0.1055827432248657,0.09315939841960161,0.2927071353026153,0.20763465523046468
16.86202,0.0,0.005516375856491895,0.00028220745678498096,0.05467783134090189,0.10621217801504558,0.09752735116911153,0.3024345906594234,0.20110318871725172
17.05798,0.00447608866708506,0.005126560405745601,0.000870155411792149,0.061087377365654685,0.10376486694108525,0.0991185541957717,0.29819740629990776,0.19937406428806279
17.2,0.0,0.004388945209592325,0.00030133341580967747,0.0567062926614545,0.09901760841021964,0.09087943361888036,0.2921815032398253,0.20240307442305144
17.26202,0.0,0.008998214799686282,0.0,0.060153612562851885,0.10200947289886453,0.09540022605192372,0.3002624280300183,0.1992841712016164
17.45798,0.0010207730305277786,0.00991478347608769,0.001295995944122455,0.06295389804208042,0.10702187400346862,0.08916157366457333,0.293769527727162,0.19827651815014027
17.6,0.0024665909469892334,0.005761816377555085,0.004113509937194707,0.043932709494624425,0.10510951861596095,0.09756565580597713,0.2973176558332574,0.21525495998901623
17.66202,0.0,0.009576015319754315,0.002985212282834791,0.06627020312965384,0.10342634713826065,0.09178337900215404,0.2930059670872107,0.20676806842087336
17.85798,0.002741916325661698,0.016021821029686672,0.0,0.06006717614403296,0.10398510977428096,0.09351892687083896,0.29294041145508587,0.21093783264484567
18.0,0.0018149877796325455,0.008815858346156764,0.0,0.05908690804821841,0.10593296811788122,0.09002453968068468,0.30825137575859907,0.20865357117322603
18.06202,0.006156831351121937,0.008221008639875136,0.0018473281393141818,0.04965238669142483,0.10433124976134193,0.08688791496272406,0.28530355372371036,0.20591859243604724
18.25798,0.0,0.017999703916842323,0.004261072196287515,0.056289024399776816,0.10823728964228806,0.09670870401586537,0.287949096851171,0.21074153324502107
18.4,0.008662479308836946,0.007134297665134703,0.005115013660531599,0.055172082434133886,0.10023575574170514,0.0861708405001145,0.2798379639539386,0.21119229204193624
18.46202,0.0,0.00029223855851493157,0.0006756634796776092,0.049327894294779726,0.10395017448801501,0.08216375762290541,0.29112736470735845,0.21971602122944692
18.65798,0.005744902102152025,0.0,0.0070856616723847035,0.04480877019249892,0.1049755352518064,0.08383841605336191,0.28838450024425794,0.21317148593051805
18.8,0.0,0.0026402540863435095,0.00675482414378199,0.05194385605933928,0.10693156320277479,0.0919828630684919,0.29422968368302477,0.22034886418937075
18.86202,0.0021706956422948387,0.007351551816923955,0.010404419720572737,0.04684482717891732,0.09728471572236805,0.08875525499271661,0.28116459611271344,0.21024831281980147
19.05798,0.0,0.008936906270027894,0.009329805042665184,0.04504587904640984,0.10559939219959168,0.0954083269665478,0.28922360336331354,0.21489509815356805
19.2,0.006267634846458708,0.0065403665086103254,0.014089505363841312,0.04489853714487182,0.10323553399499533,0.09351431150245496,0.2849106899712027,0.21938741345064355
19.26202,0.0,0.0,0.0,0.05030388063943447,0.10130520465271142,0.087795314399103,0.27809123969965455,0.21204113097867425
19.45798,0.0070448990373918954,0.018337468063743725,0.0,0.05331343520268134,0.09708250126809995,0.08216730036887933,0.2849413731919786,0.2112934439764031
19.6,0.0,0.0,0.0015362564648531778,0.045580082307558584,0.10600815414336094,0.08679287038029065,0.2919677433078341,0.21304546419972256
19.66202,0.0023020316381606684,0.008215767550686771,0.001980610609838794,0.045270725280869666,0.10980121691023365,0.08445266408498728,0.27846775339261165,0.2079175177936069
19.85798,0.006316717687311204,0.005346604780011352,0.004117663906087137,0.04689348817679491,0.10761325309422551,0.08664303204241718,0.2816967711651897,0.21519972404216334
20.0,0.0034462611415488546,0.0038646725021995567,0.0032269345674505335,0.0607915521647536,0.10095993743217574,0.09016836255901219,0.2952735822374223,0.22410919156954093
