,A,B,C,D,E
16.32899,0.0,0.0,0.0015480930034593673,0.0036251016498168123,0.156248142230539
16.4,0.0007298618807500503,0.002437781129376074,0.0020053228996241967,0.008323854815367505,0.15737001804094522
16.43101,0.0017497959646752487,0.0,0.0,0.003990805673155327,0.15504562300800231
16.52899,0.0,0.002435181036032554,0.005347942235284569,0.0008905279128691547,0.14688676111243923
16.6,0.0,0.007361321814926471,0.006888587909660307,0.0,0.1515769876366635
16.63101,0.0,0.0007735505246632586,0.0058059223134789215,0.004356182281454255,0.15477338155366277
16.72899,0.0024969519590956465,0.003838978943391212,0.0,0.004025894720267972,0.14969372931471658
16.8,0.0006257014509222519,0.0,0.007325121398230093,0.005838734787368656,0.15069270657542694
16.83101,0.00274561764153151,0.001244132000620531,0.006943278661887719,0.0027362434093254825,0.15300573380016902
16.92899,0.003591624983746678,0.0,0.0,0.00020407021318380892,0.1516733960821745
17.0,0.004598432459478031,0.0,0.002332168256782802,0.0015918917141906181,0.14943398977001726
17.03101,0.0,0.0021414789971086565,0.00643905116931078,0.00579105646610615,0.15815121436561047
17.12899,0.0,0.0038044499501667947,0.0027960791255859777,0.006184117482854248,0.15242391917932957
17.2,0.0,0.0,0.001888993660404282,0.0035449940881632737,0.15184910998922005
17.23101,0.004387445169469941,0.0006275496925097573,0.004303843474871205,0.002027285121676692,0.15292609796733495
17.32899,0.0,0.001955632521298509,0.006054494952321087,0.0025002738814752434,0.15021288002572675
17.4,0.001011286678751027,0.0,0.001145796080995706,0.0,0.15443521295871718
17.43101,0.0010151892120372442,0.0008504080340827775,0.004106025792768693,0.006101913161504121,0.1526267475556293
17.52899,0.002665578580518115,0.0037913215207803076,0.0031404066143002956,0.003018483354732768,0.15191380258850093
17.6,0.0,0.0018758327089294894,0.003325092887319898,0.0,0.1520279541910923
17.63101,0.0021143073707291286,0.006709585651817097,0.0021417826706831536,0.011088472364425696,0.1507769936633794
17.72899,0.0,0.0,0.0017922709261148616,0.0,0.15483001133924448
17.8,0.0,0.003990717182820885,0.004401622287216396,0.004535147682715663,0.1476534700311438
17.83101,0.0,0.0,0.0003015329517393156,0.0033814313263719102,0.14808828712033478
17.92899,0.0027973003415036365,0.0,0.004146604401871537,0.0004575019982396289,0.14864681323784001
18.0,0.0028427500990316473,0.007477080011148581,0.0066233877317577764,0.0,0.15295032300276815
18.03101,0.0,0.0,0.003972551308043645,0.0029152920137904435,0.15174206891432954
18.12899,0.0006340683217481048,0.0019072206642748708,0.0,0.007431902921559341,0.1489514307646423
18.2,0.0,0.0,0.0013699266856671759,0.002596578325718428,0.15366031471751854
18.23101,0.0,0.0037015784600061643,0.0025399829341982783,0.0018151356722898371,0.15236950097693075
18.32899,0.00020553596728928078,0.008122067327679474,0.003552894909908194,0.0046365201711701404,0.15442900607587512
18.4,0.0,0.0047099832485319616,0.00195950924558263,0.0008310661959306216,0.15080864701400404
18.43101,0.0,0.008715605267881472,0.0025353220185688587,0.0026639051197196234,0.15657958547297302
18.52899,0.0,0.002940442247653499,0.0,0.0030037632813559646,0.155980505504771
18.6,0.002759437871223475,0.0,0.0016802325381285728,0.0018604371000401443,0.15479406358201284
18.63101,0.0,0.0,0.0,0.009517655500128704,0.1524780634041338
18.72899,0.0,0.0,0.005216632584385348,0.0034590821388610516,0.15368791511206611
18.8,0.0,0.0049595641627098955,0.0,0.004295024888440171,0.15342531935033715
18.83101,0.0,0.00637483154980381,0.006528823248242146,0.0,0.14841819415511795
18.92899,0.0010548557600020597,0.0040067189745812155,0.0,0.0016150117775236077,0.15366813669210222
19.0,0.007553622453732622,0.0,0.0010459710300848965,0.0035902520402425727,0.15494114021843886
19.03101,0.0022378153669822855,0.007390478447937601,0.0070496867956760315,0.0,0.1559926351369904
19.12899,0.00016073965317368814,0.0,0.0009977403149872468,0.0009326921290391144,0.1510809343488895
19.2,0.0017590108347291405,0.0,0.0,0.0020863898616969544,0.156624640109502
19.23101,0.0,0.0005148686671340415,0.005490541465882888,0.0033900796693318606,0.1561406674088517
19.32899,0.00043923954147640604,8.038418159076952e-06,0.0,0.00023422804122872742,0.15510328344890795
19.4,0.0,0.0070025246091467855,0.0021136267745293803,0.0011320221725059875,0.15313538393282833
19.43101,0.0,0.0020377145716355427,0.005975427382403494,0.0035666964122738534,0.15597494447364532
19.52899,0.0006082967546794003,0.0023302528287675534,0.0019779443311646852,0.0010568180051234001,0.15082684861686085
